# Xa Ya Xb Yb
-2.586385522977071805e+00 1.588866191030846364e+00 1.280729199487163150e+01 4.891296018155179226e+00
-2.757993229858997086e+00 1.228804418682281518e+00 1.245917205413717710e+01 4.696600892815320449e+00
-2.870753857742367465e+00 1.632828516468153301e+00 1.260061227238075077e+01 5.091499734869270100e+00
-2.646987198107567441e+00 1.453994175025106417e+00 1.267989586701091653e+01 4.816241036067571812e+00
-2.755766841505183695e+00 1.764841200651547704e+00 1.277074203477378056e+01 5.132794124760952315e+00
-2.680753546187628178e+00 1.236756495498237962e+00 1.252680543164506588e+01 4.658457341509556926e+00
-3.011145646847288582e+00 1.566831488192677924e+00 1.244789636997798077e+01 5.118763544995190706e+00
-2.825036121886242313e+00 1.862721868981402240e+00 1.277076986169115713e+01 5.252705999330868458e+00
-2.992465736752699001e+00 1.566387017957039607e+00 1.246288490627101808e+01 5.107606467657257454e+00
-3.009054915831617549e+00 1.129552741439643571e+00 1.219691783635851223e+01 4.760675777568955880e+00
-2.784019922487205090e+00 1.394176266969583633e+00 1.253349207532904508e+01 4.846606797316317383e+00
-2.836759051393211717e+00 1.241561230205957322e+00 1.240225992717133963e+01 4.752527636743736572e+00
-3.156306176943286523e+00 8.745072242458462597e-01 1.192936055030330067e+01 4.637613807739127125e+00
-3.118370977335756855e+00 8.053177056430925740e-01 1.192033920183817308e+01 4.559224496442148222e+00
-3.178436882950750331e+00 1.098166510398706830e+00 1.204054207300319845e+01 4.832938955738374176e+00
-3.035966543529519779e+00 6.137856510902277574e-01 1.187691429981950542e+01 4.355289956658330297e+00
-3.074307509404132333e+00 5.844330354808764394e-01 1.182866116360379216e+01 4.353489803149238391e+00
-3.102493902075041277e+00 7.258234546088806471e-01 1.188736072072419958e+01 4.485171560985543593e+00
-2.708761207036685548e+00 4.440818604352224641e-01 1.204589424528935915e+01 4.027710215494332502e+00
-3.084213060759782188e+00 5.517016043585806218e-01 1.180166276376097478e+01 4.332500450207797726e+00
-3.108818126731877296e+00 6.309984058481656888e-01 1.182740390584472756e+01 4.411435775647007063e+00
-2.986794211905257956e+00 -4.102058867201030523e-02 1.153866090990945104e+01 3.792463363431532564e+00
-2.967788430054879356e+00 4.887577987239107857e-01 1.186030872329673969e+01 4.213852783847782391e+00
-3.162834745468273479e+00 5.581482579377543551e-01 1.174122189939742888e+01 4.383193946474664315e+00
-2.839380372111612871e+00 2.085247356480105507e-01 1.180317255415067734e+01 3.910942471773439788e+00
-2.998302442587830186e+00 4.478923682068149947e-01 1.181179069004640247e+01 4.198133724660671362e+00
-2.895159605696893568e+00 -3.899593434599350483e-01 1.141181043669120143e+01 3.454729573158459743e+00
-2.963459145739564260e+00 -3.598673663127033295e-02 1.156061438435603961e+01 3.783087333405542374e+00
-3.180397435146812057e+00 -1.328437580487409342e-01 1.132759332334193481e+01 3.829398121918238918e+00
-2.543819383909370124e+00 3.381846939704430399e-01 1.211931598227763196e+01 3.845970667185614644e+00
-3.429280725301214972e+00 2.055378096389351428e-01 1.132000668354326578e+01 4.249383145895778924e+00
-2.786264938652500245e+00 -9.029149257356152702e-01 1.120426817363731153e+01 2.973161626815515213e+00
-2.980653265713443467e+00 -5.936514018299248185e-01 1.122433083808269316e+01 3.337891990798923736e+00
-2.780658549585824701e+00 -1.098904633805101394e+00 1.109558961139059008e+01 2.809967364123731937e+00
-2.642546841842702054e+00 2.252629130747421105e-01 1.197348808063563652e+01 3.810861371360615202e+00
-2.817161608488572444e+00 -2.383774753257520973e-01 1.156306027238351142e+01 3.533369496343868654e+00
-2.992442482441787011e+00 -1.012669059534590188e+00 1.097257666689712963e+01 3.002728418210787620e+00
-2.970569740327542174e+00 -1.113787639420339426e+00 1.093199569158088202e+01 2.907562413313613536e+00
-2.954180165759531018e+00 -9.647720219616252590e-01 1.103148165017199211e+01 3.019708819606148342e+00
-2.903875670478616389e+00 -9.109218833676597793e-01 1.110365475288138803e+01 3.034589105804869291e+00
-2.839794637080593542e+00 -1.538185970337597075e+00 1.079348435789115968e+01 2.485625591793970912e+00
-3.199669392348335695e+00 -9.690338617901512741e-01 1.082866592775434711e+01 3.158088393207537870e+00
-2.702346585323974981e+00 -7.172502510260072572e-01 1.138004484414597961e+01 3.076196686699434135e+00
-2.997467785403214791e+00 -6.073584364835341587e-01 1.120268716202244974e+01 3.336421562972662791e+00
-2.992108559520084921e+00 -1.177867405355308428e+00 1.087738807027767507e+01 2.867710878461175561e+00
-3.204705165698898739e+00 -1.112566087370024492e+00 1.074161485293176632e+01 3.043856308549228729e+00
-3.219755831313706018e+00 -1.217322571722851299e+00 1.066879710578090368e+01 2.967057745741805697e+00
-3.095264975933592400e+00 -1.710284367273349204e+00 1.048553704038920920e+01 2.492795103972210491e+00
-2.838391526234134155e+00 -1.554284619926872058e+00 1.078532676198856421e+01 2.471676080414153542e+00
-2.755412495147242069e+00 -1.318794988707400861e+00 1.098912854731043787e+01 2.615917954748961716e+00
-2.766311150862666324e+00 -1.186634462958580993e+00 1.105660371214622728e+01 2.730076999038019370e+00
-3.185201044874677034e+00 -1.436248998420064593e+00 1.057049026106496470e+01 2.768415912649544453e+00
-2.944400760734187550e+00 -2.142764848055184856e+00 1.035875085419455743e+01 2.052653489630604344e+00
-2.930807893063096969e+00 -1.983377507815414331e+00 1.046194769424567994e+01 2.174880747162201367e+00
-2.863157703398276244e+00 -1.747743418388333581e+00 1.065332251214729453e+01 2.328098407159144845e+00
-3.066498427541056504e+00 -2.144253021523633951e+00 1.025824240626724126e+01 2.121994003006228979e+00
-2.860657093920395688e+00 -2.504604862781479202e+00 1.021800519729581325e+01 1.708950335655134989e+00
-3.014597318579312013e+00 -2.744813059868690175e+00 9.953562655200025588e+00 1.601862929085342779e+00
-2.895405690787757003e+00 -2.196815902984061264e+00 1.036750375830982307e+01 1.980228217193912510e+00
-2.941937366955276634e+00 -2.684731254333618811e+00 1.004758190242897520e+01 1.608910842029115384e+00
-2.813835951260506452e+00 -2.536256406065024560e+00 1.023792760622115239e+01 1.656062367129019552e+00
-3.001169035676305885e+00 -2.000521758344008916e+00 1.039461638499575891e+01 2.201547402571441658e+00
-2.646816582748228175e+00 -2.477248243195541377e+00 1.040833670795046828e+01 1.607707731453838829e+00
-2.803378956632667673e+00 -2.349731352680457075e+00 1.035424687685301137e+01 1.802249820614039599e+00
-2.658014681112008226e+00 -2.901090600368546824e+00 1.015427698130927503e+01 1.268264958014874377e+00
-2.648319958242238314e+00 -3.214045416368915387e+00 9.981345882555352489e+00 1.007248599153771851e+00
-2.693756015297626316e+00 -2.292943185407925188e+00 1.047652975544488818e+01 1.785250326139113497e+00
-2.805776656750255782e+00 -3.014331470729934459e+00 9.968245778276239477e+00 1.261230211196082696e+00
-2.922924141762828221e+00 -3.102328845068201613e+00 9.821787358487028996e+00 1.257106813562135050e+00
-3.118990761986337734e+00 -2.546612141411406682e+00 9.982895153768001961e+00 1.823946696235142495e+00
-2.738473686503163584e+00 -2.629219855158396513e+00 1.024571394551560033e+01 1.536642742539576556e+00
-2.769596723398366933e+00 -2.910198797483832145e+00 1.005794744107400795e+01 1.325309949850685509e+00
-2.529299250394956733e+00 -3.239944411299036986e+00 1.006351722454322761e+01 9.173344323569307956e-01
-2.867408277701535280e+00 -2.452549828755448136e+00 1.024257570073396906e+01 1.755335628698226458e+00
-2.919756229217421506e+00 -3.075068243249833522e+00 9.840125557603450090e+00 1.277524613016569166e+00
-2.608341532539584673e+00 -2.943477963485304105e+00 1.017032324412233635e+01 1.204967030001201866e+00
-2.383204309399066023e+00 -4.141460807287465684e+00 9.661802674681865710e+00 9.715093797884932769e-02
-2.645349680918478885e+00 -3.162663827596218002e+00 1.001346128035747718e+01 1.047466647791142957e+00
-2.556226333919129345e+00 -2.887575841232419727e+00 1.024515988429403102e+01 1.220475688467946407e+00
-2.598515242822254656e+00 -3.680021082048642089e+00 9.752725791782637543e+00 5.981683077942330229e-01
-2.425805294668027301e+00 -3.465788815878291906e+00 1.001747662104759229e+01 6.732095528761139480e-01
-2.669300750892480867e+00 -3.611336942473194256e+00 9.734644731541497009e+00 6.951279614783087979e-01
-2.177754321069758525e+00 -3.279526558915726309e+00 1.032755341017781880e+01 6.818870360669224695e-01
-2.694129988253126218e+00 -3.985403379535424229e+00 9.498223514916070087e+00 4.041860451209451366e-01
-2.528694875161863642e+00 -3.960563620607795876e+00 9.647595173513188627e+00 3.288607646697783160e-01
-2.579691960877742218e+00 -4.567230585992248848e+00 9.255407403466911376e+00 -1.367938956380738702e-01
-2.573107547958332297e+00 -3.452933305439306100e+00 9.904686369756372954e+00 7.688211483377112021e-01
-2.367567740749992211e+00 -3.392543102687301193e+00 1.010733207177524129e+01 6.993351181665297123e-01
-2.708795266455423345e+00 -3.597480924499472543e+00 9.710418578418284596e+00 7.292585855348687751e-01
-2.177499440685225718e+00 -4.217842639456606868e+00 9.785548326418414433e+00 -8.405527321268158047e-02
-2.633095239637205154e+00 -3.916689990116595688e+00 9.587742823535517545e+00 4.249962303274268383e-01
-2.310418757041351689e+00 -3.866309723297615353e+00 9.880203851716665042e+00 2.796523941993995788e-01
-2.147645256797557245e+00 -4.459254735248205037e+00 9.670411627938729993e+00 -2.983322270674735321e-01
-2.248125799179344853e+00 -4.044354268345650816e+00 9.828159078389226977e+00 9.834708763101618345e-02
-2.487320759986408447e+00 -4.370738175839195883e+00 9.444339650095606942e+00 -2.980645625523647979e-02
-2.124911289506921541e+00 -3.863618055441766508e+00 1.003315887000489681e+01 1.746522610217222660e-01
-2.279222247351006647e+00 -4.439560515555534437e+00 9.574407154964131195e+00 -2.062262668842409497e-01
-2.272396242840744041e+00 -4.823439957924336774e+00 9.358150451218111954e+00 -5.234691686107626474e-01
-2.262939457360866768e+00 -4.713556626665363680e+00 9.429365410090220223e+00 -4.392539270387905148e-01
-2.250902717039362066e+00 -4.996479267860352458e+00 9.275700041003389629e+00 -6.771132517702884712e-01
-1.964404172914893998e+00 -5.248120140165053904e+00 9.364109675698820467e+00 -1.048042194955814743e+00
-2.026413712466231587e+00 -4.639612997671878070e+00 9.665131851308913724e+00 -5.155839569206186468e-01
-2.185680107682494100e+00 -4.680735339297124042e+00 9.511385700695708323e+00 -4.571121449293058525e-01
-2.042989513585983463e+00 -4.694291485567205768e+00 9.620007335809315663e+00 -5.506306732034254026e-01
-2.100461596156136146e+00 -4.771020669041284634e+00 9.528763665160404628e+00 -5.800415629904174253e-01
-2.396199748467499280e+00 -4.620182518342601519e+00 9.374563617667391213e+00 -2.860423320528346913e-01
-2.105047269493540707e+00 -5.371721811524952095e+00 9.177901389613850824e+00 -1.067646479474485322e+00
-2.065341334269050755e+00 -4.754281728531180029e+00 9.567099355457781229e+00 -5.866747955238031942e-01
-1.895540121662086852e+00 -4.647532465812378888e+00 9.767366383266894658e+00 -5.976736348401456844e-01
-2.168731400821718225e+00 -5.030779922546432026e+00 9.322942246163275826e+00 -7.525906270059508074e-01
-2.076088974591411951e+00 -5.516993199186612351e+00 9.117589163663044616e+00 -1.202941691206614649e+00
-2.051236569845234836e+00 -4.648276062013481535e+00 9.639866966528391146e+00 -5.083101319796430317e-01
-1.765061732915111481e+00 -5.056556074578388404e+00 9.637497290138099970e+00 -1.006891108939041768e+00
-1.843634563543582461e+00 -5.380292647289607544e+00 9.386297402670239265e+00 -1.225700785964330741e+00
-1.964822929569052024e+00 -5.382802996203225554e+00 9.285940397416862169e+00 -1.157719954782554961e+00
-1.929570059381875646e+00 -5.716756170992452368e+00 9.121734201695801403e+00 -1.450642833873714732e+00
-1.738096393295653463e+00 -5.172728873777725944e+00 9.592373379667506583e+00 -1.117286224403649886e+00
-1.619380759913428669e+00 -5.611889916948535451e+00 9.435489113472447897e+00 -1.544302793717599265e+00
-1.546030522800636575e+00 -5.544020293243194786e+00 9.534571978743660026e+00 -1.531297836353040065e+00
-1.789942629145598874e+00 -5.949721350993571356e+00 9.101068690638399517e+00 -1.721459249587527385e+00
-1.790593823215014257e+00 -5.315366678942726963e+00 9.467103910487791651e+00 -1.203362258825895648e+00
-1.799491058512976416e+00 -6.269612185134482374e+00 8.908424501026733111e+00 -1.977016551341196138e+00
-1.691433615585694161e+00 -5.251340157395770092e+00 9.585030497012898110e+00 -1.208408289843400762e+00
-1.793083741158093103e+00 -5.802275864336182032e+00 9.183707609696259766e+00 -1.599308329913306626e+00
-1.870875524841192572e+00 -5.601522745581604568e+00 9.236225531124198085e+00 -1.390513588056198291e+00
-1.781842855231297928e+00 -5.813526626500930661e+00 9.186380380549895364e+00 -1.614986131470633524e+00
-1.358270784659546981e+00 -5.982443727825457636e+00 9.434463434562449180e+00 -1.997610077924754091e+00
-1.672842106666765361e+00 -6.354905832115294473e+00 8.962499887153340339e+00 -2.119812965281776318e+00
-1.443037491844477938e+00 -6.450466637830402306e+00 9.094831531508996036e+00 -2.330598079757796537e+00
-1.609261208202286575e+00 -6.084448739758645530e+00 9.170676341288155342e+00 -1.935823472648586563e+00
-1.135347947839509875e+00 -6.032419051468625781e+00 9.587520519580348122e+00 -2.167214479032023799e+00
-1.218304154693798491e+00 -5.049709240696111046e+00 1.008768319754746656e+01 -1.317251185699327198e+00
-1.256943085883956757e+00 -5.766568436267282216e+00 9.641905961592431851e+00 -1.879979121013322541e+00
-1.279429227025152160e+00 -6.117468206343469994e+00 9.420784069018310447e+00 -2.153367825621581577e+00
-1.577780108502706558e+00 -6.488616352042472890e+00 8.962817913842958006e+00 -2.283871447211741401e+00
-1.638875866578473284e+00 -6.086821052442664914e+00 9.145135846398083856e+00 -1.920646550069246228e+00
-1.462400839607170155e+00 -5.857489202511008131e+00 9.421684907616757698e+00 -1.835457646586051261e+00
-1.372858012941131189e+00 -5.560002464678865053e+00 9.666669153990223862e+00 -1.644410542388738961e+00
-9.760855004837023507e-01 -7.052496228661499167e+00 9.128041215255080942e+00 -3.091768827604517877e+00
-1.390048071450821654e+00 -6.722822632010627686e+00 8.980695201585225718e+00 -2.583498385078069060e+00
-1.121569991119775400e+00 -6.403024502148195296e+00 9.384608042660547156e+00 -2.477641215759143645e+00
-9.829340110179208834e-01 -6.124868049355875144e+00 9.658488904376788753e+00 -2.330739136827709945e+00
-1.069258750583671702e+00 -6.655427024574096961e+00 9.281448490448351407e+00 -2.713864851326719840e+00
-1.236460389577856978e+00 -6.454652385898503653e+00 9.261008103483717946e+00 -2.453386379666597339e+00
-1.218078447965821098e+00 -6.078101814042894624e+00 9.493602915924691743e+00 -2.156691448520542398e+00
-1.130877974409374653e+00 -6.141112952306073680e+00 9.528359033600438011e+00 -2.258506665545305214e+00
-1.230734462847781430e+00 -6.415989615717684558e+00 9.288022824054952054e+00 -2.425141010003036168e+00
-1.007935505780421792e+00 -6.819179463706722899e+00 9.236871100213786434e+00 -2.882945476931662920e+00
-1.086348582754562253e+00 -6.137659443373765455e+00 9.566696780460741678e+00 -2.281419775564863972e+00
-9.976226481678929225e-01 -6.818432585134599044e+00 9.245719400449907255e+00 -2.888295284654308848e+00
-9.207397571752471421e-01 -7.063878651898100713e+00 9.166633536768806323e+00 -3.133040410822073074e+00
-1.157275541604554148e+00 -6.263378126809974411e+00 9.436163123442124601e+00 -2.343037834946738673e+00
-9.673070523448447089e-01 -7.145900795193010246e+00 9.081231095841300061e+00 -3.173072498623321192e+00
-9.704044208871877020e-01 -6.465706574037920262e+00 9.471758633699632668e+00 -2.616150588155635948e+00
-1.275066385001053293e+00 -6.221459885734213380e+00 9.364252363585372052e+00 -2.240760445755537678e+00
-1.033689894576201196e+00 -7.199444653973751329e+00 8.996112835924565232e+00 -3.178411822980591328e+00
-1.015781142280302918e+00 -7.204886109087299317e+00 9.007584455539577206e+00 -3.193201508100872221e+00
-6.058024243332306158e-01 -6.652500093261617842e+00 9.661383969236752023e+00 -2.979287844351609760e+00
-7.340094614835158682e-01 -7.262890634190944716e+00 9.204030558978018917e+00 -3.403365095516484029e+00
-5.677516467523739951e-01 -7.042922762760308153e+00 9.466829922850289236e+00 -3.319914392887752808e+00
-8.257133491291310801e-01 -6.068482582710685413e+00 9.819385368286857485e+00 -2.375571996147418208e+00
-6.440025787513747879e-01 -6.806084780417218205e+00 9.541457304807819284e+00 -3.082559830316844884e+00
-4.041259096636079517e-01 -6.937916530704689499e+00 9.661049689394127782e+00 -3.328767239436596359e+00
-6.170852654767556844e-01 -6.924249550635249051e+00 9.495143122591185758e+00 -3.194552915818622107e+00
-4.900345612691134889e-01 -6.528975555774138684e+00 9.827246069792217043e+00 -2.945372168340997465e+00
-6.555787351636547244e-01 -6.693211194224375937e+00 9.597234430784151726e+00 -2.983750083453820867e+00
-6.662353157139450088e-01 -7.176837275873280575e+00 9.309070176183805501e+00 -3.372297521909826568e+00
-4.275835460550072020e-01 -7.084320107529782362e+00 9.557304607455279211e+00 -3.434697527766956693e+00
-3.953596838422004378e-01 -7.010449764247422166e+00 9.626290253786251583e+00 -3.393029968288851617e+00
-4.588974123690287010e-01 -6.738454757043646381e+00 9.731609113854148063e+00 -3.134328857730488860e+00
-3.309916223276350711e-01 -6.993556708905964925e+00 9.688585229217075323e+00 -3.416438485926361235e+00
-3.638771622432450115e-01 -6.638599770172967318e+00 9.866860677296555693e+00 -3.107741625394378371e+00
-3.226080468774605858e-01 -6.875131946447313069e+00 9.763860032183773185e+00 -3.324632098681019610e+00
-5.304253772280879131e-01 -6.936637005994922944e+00 9.558711329416771818e+00 -3.254739860935807361e+00
-3.050369407431633428e-01 -7.264919279749201486e+00 9.552958889962649636e+00 -3.652905791174350991e+00
-2.495006458529821503e-01 -7.412733774724797442e+00 9.512868414920259141e+00 -3.805634828314951701e+00
-2.912602767697867190e-01 -7.029067289815784214e+00 9.700491413906272342e+00 -3.468379066810066025e+00
-3.613553124000341565e-01 -6.781324332819440137e+00 9.786444377038073128e+00 -3.225681776157365288e+00
-1.246470520927579484e-01 -7.120482147256680605e+00 9.783645957215513889e+00 -3.639264890462144297e+00
-2.235714870071478511e-02 -7.020454705849147103e+00 9.924930212124346340e+00 -3.616737736062459962e+00
9.760673114314499799e-02 -7.725344535874674179e+00 9.615511281286135414e+00 -4.261346865829908737e+00
-8.685089196416681534e-02 -7.037213909953866420e+00 9.862610010051552578e+00 -3.593147351242329091e+00
5.601102566130611998e-02 -7.280439054544796562e+00 9.838655486972985642e+00 -3.874206382929596959e+00
1.003100604005399167e-02 -6.780557009901205134e+00 1.008999011535717472e+01 -3.439663950782389623e+00
5.145250544919214436e-02 -7.443491661043956320e+00 9.740713915431598480e+00 -4.004645568593632632e+00
-1.407402113770929164e-01 -6.483456752335680306e+00 1.013862170636143389e+01 -3.110064965038584983e+00
1.922319762412823541e-01 -7.334259363559412215e+00 9.918730049386985215e+00 -3.996847475119562620e+00
2.136052049399699004e-01 -6.640850774254037248e+00 1.033686498489248606e+01 -3.443281343264219085e+00
-2.683102383580412975e-02 -6.979817807095724191e+00 9.944761256229242008e+00 -3.580987172588158796e+00
4.066246673224363506e-01 -6.929893058949699203e+00 1.032737013577926533e+01 -3.790717384919113808e+00
-2.435613607256894575e-01 -7.244569543629681085e+00 9.614890671857748927e+00 -3.671821739205493262e+00
1.339248219966026332e-01 -7.038497767153783613e+00 1.004205148252012947e+01 -3.721772084954418691e+00
1.561353245171202275e-01 -6.691131883353090615e+00 1.026090633292663945e+01 -3.451108237896125974e+00
4.601072369980402921e-01 -6.947128832011924437e+00 1.036105944842945448e+01 -3.835689457867956786e+00
4.180705615573376832e-01 -7.163703017564640341e+00 1.020160269307401357e+01 -3.988152578331379150e+00
4.261871446168198352e-01 -6.801424721919590688e+00 1.041757221689901769e+01 -3.697173872590143962e+00
4.450949267607172688e-01 -6.968929333047114483e+00 1.033620975199226599e+01 -3.844806688315108634e+00
3.232071194297291838e-01 -6.556112927626103648e+00 1.047528163800012102e+01 -3.437457903263652081e+00
2.174955032027677815e-01 -7.128532611437671918e+00 1.005822933565146116e+01 -3.843544861101419574e+00
4.779986357739102742e-01 -6.684463958765694436e+00 1.052744419117261820e+01 -3.631657462411590043e+00
3.798098349812254471e-01 -6.943369294242569545e+00 1.029769819782193352e+01 -3.786220691799456528e+00
7.286199144509349912e-01 -6.874958082430583595e+00 1.062190715581488298e+01 -3.931950294140146962e+00
2.593052113946907045e-01 -6.669157796102147095e+00 1.035780504962856874e+01 -3.492791865021918074e+00
7.301155528614714507e-01 -6.779241709174132602e+00 1.067843823860746610e+01 -3.854696829998263130e+00
5.234977676110376121e-01 -7.011056154985521260e+00 1.037585395233113061e+01 -3.924493650608340989e+00
9.464685693100334252e-01 -6.670671996829964812e+00 1.091774990411357038e+01 -3.891110246723168853e+00
7.117071419120898357e-01 -6.455841210240020445e+00 1.085029388649653903e+01 -3.580120085547570330e+00
7.746191639432705722e-01 -7.005348328319083606e+00 1.058410187470914465e+01 -4.064947692224611941e+00
8.364346367106528790e-01 -6.408001919833753668e+00 1.097973298222453309e+01 -3.613151376203858067e+00
9.486302555573795647e-01 -6.850834159327576778e+00 1.081540605829332335e+01 -4.039396506727154446e+00
8.965033053476700875e-01 -6.744359976344261653e+00 1.083439021320785756e+01 -3.922376968006857201e+00
6.094316503374465066e-01 -6.639471567292259735e+00 1.066071081138764498e+01 -3.670887050023765585e+00
1.050052156077267984e+00 -7.094672355404198605e+00 1.075727652304617976e+01 -4.297009442937504531e+00
6.800392575057866429e-01 -7.020949206294625711e+00 1.049789657151400490e+01 -4.023026435130326206e+00
9.314736652295431130e-01 -6.619626434819062766e+00 1.093500906643277659e+01 -3.840785125109493325e+00
8.209372953837580367e-01 -6.918207902633720430e+00 1.067225860225430978e+01 -4.020594400607283347e+00
8.875103418978691483e-01 -6.967669861214450755e+00 1.069800939811781504e+01 -4.099431906790622193e+00
1.140324485434208945e+00 -6.727745400456122127e+00 1.104298270288704487e+01 -4.049711115980496601e+00
8.632596809691872597e-01 -6.879542121333730442e+00 1.072914280855939140e+01 -4.013494116231180797e+00
1.267967001057685339e+00 -6.555084626571363593e+00 1.124692990260102121e+01 -3.982555368929331596e+00
1.092662113802107982e+00 -6.834653928850470628e+00 1.094230574152142310e+01 -4.109421119859467453e+00
8.714920189495967140e-01 -6.386750262921362165e+00 1.102062506165715128e+01 -3.616065275763868936e+00
1.140047387951195423e+00 -6.166599278674967266e+00 1.136701911807951682e+01 -3.591578549573940737e+00
1.115267319581663585e+00 -6.712734241382697142e+00 1.103120692065532182e+01 -4.022980470456667845e+00
1.345606851210478183e+00 -6.740062517727487545e+00 1.120340381805195840e+01 -4.178387558602384644e+00
1.338716143866664376e+00 -7.023054748093731980e+00 1.103425083480800417e+01 -4.405366307728883157e+00
1.115216613106316590e+00 -6.447128296718297236e+00 1.118464795740063700e+01 -3.806180173743914263e+00
1.258827333342067423e+00 -6.755748728821674653e+00 1.112351539479205087e+01 -4.141043459081698686e+00
1.184772216239590392e+00 -6.166565553651123466e+00 1.140354021991771560e+01 -3.617395608339947888e+00
1.251069978573832397e+00 -5.973864093046678647e+00 1.156900232413700813e+01 -3.498435370121716570e+00
1.459243429715701090e+00 -5.860937525887533361e+00 1.180415598069897065e+01 -3.526566369680982138e+00
1.460595579572552927e+00 -6.500859940382447633e+00 1.143547547479478155e+01 -4.049612456989230225e+00
1.424658741146560770e+00 -5.910444958346507072e+00 1.174732186900640940e+01 -3.546986220322497996e+00
1.519534637551106071e+00 -5.398321613578128009e+00 1.212068803385390225e+01 -3.183847868007028570e+00
1.491108120222616407e+00 -5.966627685994314589e+00 1.176908808757791824e+01 -3.631237336603758248e+00
1.300230415264153505e+00 -5.915167635162492665e+00 1.164304220017741720e+01 -3.478938717597400032e+00
1.541318975184845508e+00 -6.049652776544226285e+00 1.176209037215325814e+01 -3.728011959288088928e+00
1.331661905080924857e+00 -6.054535897964115065e+00 1.158815960727210381e+01 -3.610845321770328464e+00
1.692590831761936254e+00 -6.160239873910798636e+00 1.182164542325532253e+01 -3.905679842104523569e+00
1.674257703571343958e+00 -5.856149582160260714e+00 1.198240396178427503e+01 -3.646906386324732185e+00
1.556789211444105980e+00 -5.850834425028552666e+00 1.188960491378255391e+01 -3.574688422991804782e+00
1.457897909533514502e+00 -5.706388352839038447e+00 1.189236526908831593e+01 -3.399655460944263741e+00
1.651531306272950417e+00 -5.911028105435531366e+00 1.193214412157243665e+01 -3.678562190104124330e+00
1.725034723328822350e+00 -5.759405753375430592e+00 1.207974915539596239e+01 -3.597291999055484357e+00
1.483628581453826367e+00 -5.084073431003728771e+00 1.227297446001066028e+01 -2.906629525316332785e+00
1.710551018099420117e+00 -5.436837239953061562e+00 1.225432713398177498e+01 -3.325662190379078620e+00
1.554955500188248907e+00 -5.867504285592461066e+00 1.187847554707303210e+01 -3.587233698789290326e+00
1.767740476464787935e+00 -5.565315581856157934e+00 1.222675941127322119e+01 -3.463565559268157568e+00
1.881443483619026580e+00 -5.281560539164346757e+00 1.248352672439367872e+01 -3.297686552151979367e+00
1.920430866871561948e+00 -5.719257677932687578e+00 1.226241916459680326e+01 -3.677436796838593924e+00
1.728185205828109305e+00 -5.918227780418436446e+00 1.199054386334367628e+01 -3.728733155790708853e+00
1.976412255483888769e+00 -5.435699235139450636e+00 1.247196408831459635e+01 -3.478363364923647172e+00
2.216340639342430308e+00 -4.949115234883360692e+00 1.294895493575974044e+01 -3.219888317501748087e+00
1.955231894972946360e+00 -5.228419805386534946e+00 1.257445599879075360e+01 -3.296955597843473473e+00
1.885768970014506829e+00 -4.781537223554480853e+00 1.277599920173109105e+01 -2.892098243659046997e+00
2.043815593413033316e+00 -4.763771124670910240e+00 1.291525326776729443e+01 -2.968927108869990672e+00
2.047732903861086307e+00 -4.922178763875923124e+00 1.282691327000075532e+01 -3.100473185490542516e+00
2.049169166422416311e+00 -5.559595106376512774e+00 1.245974956444566928e+01 -3.621522578408364890e+00
2.119258990014226463e+00 -4.629607821541940282e+00 1.305435274728240458e+01 -2.903026935912507600e+00
1.834752802560886131e+00 -5.034051942344242470e+00 1.258844543424864781e+01 -3.068704916381992387e+00
2.219708269982821669e+00 -4.894611440504590405e+00 1.298319881885447202e+01 -3.177351733148892077e+00
1.958569765862546275e+00 -5.201642685187600534e+00 1.259265352376057834e+01 -3.277030597637791143e+00
1.760350380683343374e+00 -5.100798727791001852e+00 1.248915268208788198e+01 -3.080185470247571278e+00
2.398283326941153870e+00 -4.470520843272825395e+00 1.337400462052860206e+01 -2.934426413336594042e+00
2.050949344491168169e+00 -5.265822915534092985e+00 1.263096093499475181e+01 -3.382792740011451915e+00
2.092628880916538758e+00 -4.684917833264654163e+00 1.300065760224113376e+01 -2.932779104006925319e+00
2.210110698926905037e+00 -4.537895224514461034e+00 1.318149706549340294e+01 -2.880676190677970094e+00
2.230726719425677018e+00 -5.147797182984040099e+00 1.284588607795223680e+01 -3.390353229878164232e+00
2.235569445803439859e+00 -4.735355073809385473e+00 1.308817122639098862e+01 -3.056542127208976556e+00
2.402672891127173305e+00 -4.006582300433175980e+00 1.364567753309014719e+01 -2.558325272170753895e+00
2.368139697589028980e+00 -4.845993258435939310e+00 1.313243367366519543e+01 -3.223444839341679913e+00
2.321294089328155064e+00 -4.326630168829540324e+00 1.339431913298575871e+01 -2.772503007111298157e+00
2.234427086226608683e+00 -4.875495326613044966e+00 1.300625779023332207e+01 -3.170255734214120213e+00
2.567736119372855175e+00 -4.124952987770550195e+00 1.371199043422001296e+01 -2.750315084617532602e+00
2.376406610938460950e+00 -4.369075375752649038e+00 1.341477124711697932e+01 -2.838991326811493909e+00
2.576299878015107847e+00 -4.780441146422857557e+00 1.334020080938998731e+01 -3.290232243970914627e+00
2.308397036974494831e+00 -4.415317791474492992e+00 1.333254454482487183e+01 -2.837431649692052194e+00
2.523901055847876940e+00 -4.349892407846400744e+00 1.354623203219849081e+01 -2.908566175159022382e+00
